x,y,species logistic values
270.0,270.0,0.11467305
271.0,271.0,4.3057167E-5
272.0,272.0,0.02119656
273.0,273.0,0.009285246
274.0,274.0,0.0025416233
275.0,275.0,0.0038478733
276.0,276.0,0.15603681
277.0,277.0,0.002433398
278.0,278.0,0.07251223
279.0,279.0,0.039961353
280.0,280.0,5.709939E-4
281.0,281.0,0.15620412
282.0,282.0,0.075142674
283.0,283.0,0.00768529
284.0,284.0,0.013959725
285.0,285.0,0.5948799
286.0,286.0,0.21293755
287.0,287.0,0.5822472
288.0,288.0,0.05462055
289.0,289.0,0.0019312875
290.0,290.0,0.009974266
291.0,291.0,0.06121332
292.0,292.0,0.0056046573
293.0,293.0,0.31949726
294.0,294.0,0.07642913
295.0,295.0,0.029675571
296.0,296.0,0.34158528
297.0,297.0,0.013841185
298.0,298.0,0.12704508
299.0,299.0,0.024024546
300.0,300.0,0.04007737
301.0,301.0,0.009803808
302.0,302.0,0.09338015
303.0,303.0,0.022626543
304.0,304.0,3.448979E-4
305.0,305.0,0.2294079
306.0,306.0,0.018622559
307.0,307.0,0.008948981
308.0,308.0,0.3834326
309.0,309.0,0.13705526
310.0,310.0,0.21126835
311.0,311.0,0.10524616
312.0,312.0,0.13788961
313.0,313.0,0.37123606
314.0,314.0,0.04866104
315.0,315.0,0.13618316
316.0,316.0,0.0021696175
317.0,317.0,0.0088675115
318.0,318.0,0.5041347
319.0,319.0,0.028224843
320.0,320.0,3.5030537E-4
321.0,321.0,0.14966919
322.0,322.0,0.53929317
323.0,323.0,0.15312874
324.0,324.0,0.03384482
325.0,325.0,0.09706829
326.0,326.0,0.49665222
327.0,327.0,0.4576376
328.0,328.0,0.1871166
329.0,329.0,0.01957944
330.0,330.0,0.007640545
331.0,331.0,0.055851772
332.0,332.0,0.18952079
333.0,333.0,0.24578705
334.0,334.0,0.6412394
335.0,335.0,0.0016345652
336.0,336.0,0.18438971
337.0,337.0,0.18346281
338.0,338.0,0.14208134
339.0,339.0,0.591312
340.0,340.0,0.5594171
341.0,341.0,0.11663965
342.0,342.0,0.304084
343.0,343.0,0.016761744
344.0,344.0,0.012230791
345.0,345.0,0.12512574
346.0,346.0,0.49920493
347.0,347.0,0.14883864
348.0,348.0,0.09651418
349.0,349.0,0.26706043
350.0,350.0,0.067616746
351.0,351.0,0.001447779
352.0,352.0,0.12810388
353.0,353.0,0.14274742
354.0,354.0,0.12024605
355.0,355.0,0.07896683
356.0,356.0,0.0036709914
357.0,357.0,0.54230356
358.0,358.0,0.18890214
359.0,359.0,0.5485885
360.0,360.0,0.5027926
361.0,361.0,0.047618262
362.0,362.0,0.21859983
363.0,363.0,0.020106021
364.0,364.0,0.0038887362
365.0,365.0,0.5552664
366.0,366.0,0.011972631
367.0,367.0,0.57504314
368.0,368.0,0.20975505
369.0,369.0,0.003892453
370.0,370.0,0.008387042
371.0,371.0,0.07297761
372.0,372.0,0.5869388
373.0,373.0,0.053203363
374.0,374.0,0.005674299
375.0,375.0,0.018456107
376.0,376.0,0.011809719
377.0,377.0,0.64045185
378.0,378.0,0.44524428
379.0,379.0,0.13452227
380.0,380.0,0.07609145
381.0,381.0,0.2209442
382.0,382.0,0.37200522
383.0,383.0,0.001963164
384.0,384.0,0.61082315
385.0,385.0,0.4340816
386.0,386.0,0.03609155
387.0,387.0,0.014120925
388.0,388.0,0.1070813
389.0,389.0,0.35939607
390.0,390.0,0.035594814
391.0,391.0,0.084326
392.0,392.0,0.029148193
393.0,393.0,0.027866961
394.0,394.0,0.088499635
395.0,395.0,0.17373738
396.0,396.0,0.013090903
397.0,397.0,0.5702531
398.0,398.0,0.10100788
399.0,399.0,0.19854963
400.0,400.0,0.3626289
401.0,401.0,1.3840082E-4
402.0,402.0,0.012828029
403.0,403.0,0.72671217
404.0,404.0,0.5380641
405.0,405.0,0.04455677
406.0,406.0,0.003567716
407.0,407.0,0.45098633
408.0,408.0,3.2580202E-4
409.0,409.0,0.09706102
410.0,410.0,0.65273446
411.0,411.0,0.098783635
412.0,412.0,0.016143624
413.0,413.0,0.117309734
414.0,414.0,0.6005401
415.0,415.0,0.07215529
416.0,416.0,0.37642127
417.0,417.0,0.059545066
418.0,418.0,0.19136088
419.0,419.0,0.24119897
420.0,420.0,0.6577129
421.0,421.0,0.00815483
422.0,422.0,0.39430377
423.0,423.0,0.0051035704
424.0,424.0,0.14607011
425.0,425.0,0.5713595
426.0,426.0,0.0996603
427.0,427.0,0.33628017
428.0,428.0,0.040250674
429.0,429.0,0.35590857
430.0,430.0,0.086433515
431.0,431.0,0.049931347
432.0,432.0,5.768884E-5
433.0,433.0,0.06476193
434.0,434.0,0.16949528
435.0,435.0,0.07549685
436.0,436.0,0.23912759
437.0,437.0,0.021966573
438.0,438.0,0.24314044
439.0,439.0,0.45960253
440.0,440.0,0.13493304
441.0,441.0,0.031315878
442.0,442.0,0.0016670999
443.0,443.0,0.05749525
444.0,444.0,3.3430333E-4
445.0,445.0,0.080775015
446.0,446.0,0.24698076
447.0,447.0,0.07225143
448.0,448.0,0.2030122
449.0,449.0,0.05699852
450.0,450.0,0.044592433
451.0,451.0,0.5936483
452.0,452.0,0.0068342285
453.0,453.0,0.6821213
454.0,454.0,0.044368833
455.0,455.0,4.8023477E-4
456.0,456.0,0.04429829
457.0,457.0,0.023345187
458.0,458.0,0.19381443
459.0,459.0,0.01303003
460.0,460.0,0.3946567
461.0,461.0,0.045165695
462.0,462.0,0.31792808
463.0,463.0,0.47004014
464.0,464.0,0.14295118
465.0,465.0,0.04161675
466.0,466.0,0.14334689
467.0,467.0,0.05375505
468.0,468.0,0.20554386
469.0,469.0,0.063490674
470.0,470.0,0.008908646
471.0,471.0,0.30648088
472.0,472.0,0.0013597056
473.0,473.0,0.040608846
474.0,474.0,0.63161355
475.0,475.0,0.5046926
476.0,476.0,0.062344268
477.0,477.0,0.0052044652
478.0,478.0,0.025584083
479.0,479.0,0.1223727
480.0,480.0,0.626491
481.0,481.0,0.16095093
482.0,482.0,0.056540586
483.0,483.0,0.042453617
484.0,484.0,0.14104486
485.0,485.0,0.0014630451
486.0,486.0,0.050406378
487.0,487.0,0.06687336
488.0,488.0,0.091767594
489.0,489.0,0.123507425
490.0,490.0,0.017717341
491.0,491.0,0.1190856
492.0,492.0,0.04364669
493.0,493.0,0.1125311
494.0,494.0,0.10894086
495.0,495.0,0.0016987802
496.0,496.0,0.06928079
497.0,497.0,0.012158786
498.0,498.0,0.030174509
499.0,499.0,2.0733244E-4
500.0,500.0,0.19076578
501.0,501.0,0.0030005858
502.0,502.0,0.15737233
503.0,503.0,0.01963325
504.0,504.0,0.5746848
505.0,505.0,0.18167244
506.0,506.0,0.075838126
507.0,507.0,0.21292901
508.0,508.0,0.0035573118
509.0,509.0,0.6142266
510.0,510.0,0.15653752
511.0,511.0,0.1469605
512.0,512.0,0.1375433
513.0,513.0,0.102568395
514.0,514.0,0.11885907
515.0,515.0,0.07608163
516.0,516.0,0.18897982
517.0,517.0,0.003122179
518.0,518.0,0.045598812
519.0,519.0,0.18086192
520.0,520.0,0.1719451
521.0,521.0,0.031601064
522.0,522.0,0.047885202
523.0,523.0,0.082727075
524.0,524.0,0.040247623
525.0,525.0,0.6116668
526.0,526.0,0.3828441
527.0,527.0,0.39306664
528.0,528.0,0.3334127
529.0,529.0,0.63484013
530.0,530.0,0.14768323
531.0,531.0,0.053400517
532.0,532.0,0.49967238
533.0,533.0,0.37225628
534.0,534.0,0.3805728
535.0,535.0,0.01053775
536.0,536.0,0.0018689506
537.0,537.0,0.44979313
538.0,538.0,0.013920356
539.0,539.0,1.0745721E-5
540.0,540.0,0.018137204
541.0,541.0,0.598075
542.0,542.0,0.2035281
543.0,543.0,0.08127348
544.0,544.0,0.1353723
545.0,545.0,0.030490462
546.0,546.0,0.16324012
547.0,547.0,0.013262109
548.0,548.0,0.020708153
549.0,549.0,0.080111384
550.0,550.0,0.15671277
551.0,551.0,0.02776985
552.0,552.0,0.07811196
553.0,553.0,0.0022995074
554.0,554.0,0.04175219
555.0,555.0,0.22142492
556.0,556.0,0.21903206
557.0,557.0,0.048186973
558.0,558.0,0.10243539
559.0,559.0,0.097410955
560.0,560.0,0.417673
561.0,561.0,7.808555E-6
562.0,562.0,0.58916456
563.0,563.0,0.085387595
564.0,564.0,0.5430986
565.0,565.0,0.08768875
566.0,566.0,0.057533864
567.0,567.0,0.42377847
568.0,568.0,0.3029062
569.0,569.0,0.20428036
570.0,570.0,0.038350325
571.0,571.0,0.12540703
572.0,572.0,0.08585507
573.0,573.0,0.14305346
574.0,574.0,0.0054700817
575.0,575.0,0.019126454
576.0,576.0,0.114659205
577.0,577.0,0.44480455
578.0,578.0,0.1915287
579.0,579.0,0.1519101
580.0,580.0,0.56086326
581.0,581.0,0.5306653
582.0,582.0,0.031529766
583.0,583.0,0.23844674
584.0,584.0,0.119967654
585.0,585.0,0.68847895
586.0,586.0,0.37328312
587.0,587.0,0.0043075774
588.0,588.0,0.19956179
589.0,589.0,0.02933815
590.0,590.0,0.3334058
591.0,591.0,0.06592998
592.0,592.0,0.10270101
593.0,593.0,0.38228574
594.0,594.0,0.02676095
595.0,595.0,0.0011038842
596.0,596.0,0.019237326
597.0,597.0,0.12999606
598.0,598.0,0.02499332
599.0,599.0,0.08946142
600.0,600.0,0.65631557
601.0,601.0,0.17697348
602.0,602.0,0.010828853
603.0,603.0,0.074495286
604.0,604.0,0.08317086
605.0,605.0,0.017924009
606.0,606.0,0.0031636376
607.0,607.0,0.045842264
608.0,608.0,0.80176777
609.0,609.0,0.08079017
610.0,610.0,0.2852275
611.0,611.0,0.025816318
612.0,612.0,0.094982445
613.0,613.0,0.50011694
614.0,614.0,0.0027411042
615.0,615.0,0.5383298
616.0,616.0,0.03873766
617.0,617.0,0.0012779951
618.0,618.0,0.358454
619.0,619.0,0.31545144
620.0,620.0,0.005175595
621.0,621.0,0.012544856
622.0,622.0,0.033984113
623.0,623.0,0.0148811815
624.0,624.0,0.68553793
625.0,625.0,1.4149984E-4
626.0,626.0,6.3464517E-4
627.0,627.0,0.22542033
628.0,628.0,4.4854375E-4
629.0,629.0,0.18538357
630.0,630.0,0.007380376
631.0,631.0,0.008387647
632.0,632.0,0.107905924
633.0,633.0,0.04146904
634.0,634.0,0.6559498
635.0,635.0,0.053287253
636.0,636.0,0.18223046
637.0,637.0,0.12241718
638.0,638.0,5.8692717E-4
639.0,639.0,0.1140359
640.0,640.0,0.39419374
641.0,641.0,0.4629867
642.0,642.0,0.14285922
643.0,643.0,0.32003847
644.0,644.0,0.2878306
645.0,645.0,0.040016524
646.0,646.0,0.0080354735
647.0,647.0,0.048828494
648.0,648.0,0.16662557
649.0,649.0,0.4849763
650.0,650.0,0.03789401
651.0,651.0,0.0040481575
652.0,652.0,0.060853027
653.0,653.0,0.0033774853
654.0,654.0,0.11961768
655.0,655.0,0.006834052
656.0,656.0,0.0055801184
657.0,657.0,6.4766756E-4
658.0,658.0,0.06771357
659.0,659.0,0.74148583
660.0,660.0,0.15819246
661.0,661.0,0.019101987
662.0,662.0,0.3842947
663.0,663.0,0.14955027
664.0,664.0,0.11902985
665.0,665.0,0.27871197
666.0,666.0,0.05569782
667.0,667.0,0.21035573
668.0,668.0,0.030071013
669.0,669.0,0.014873526
670.0,670.0,0.15752603
671.0,671.0,0.082997054
672.0,672.0,0.1006765
673.0,673.0,0.19693385
674.0,674.0,0.00795409
675.0,675.0,0.020697437
676.0,676.0,0.03565091
677.0,677.0,0.3836035
678.0,678.0,0.5323322
679.0,679.0,0.6720671
680.0,680.0,0.017809369
681.0,681.0,0.012676566
682.0,682.0,0.39056247
683.0,683.0,0.037814207
684.0,684.0,0.03334296
685.0,685.0,0.10417717
686.0,686.0,2.9429403E-4
687.0,687.0,0.0038338138
688.0,688.0,0.166972
689.0,689.0,0.1908922
690.0,690.0,0.49708208
691.0,691.0,0.17568667
692.0,692.0,2.4101521E-4
693.0,693.0,0.16873208
694.0,694.0,0.0010419004
695.0,695.0,0.005020733
696.0,696.0,0.34581375
697.0,697.0,0.010493484
698.0,698.0,0.0637552
699.0,699.0,0.0952503
700.0,700.0,0.047229756
701.0,701.0,0.28832322
702.0,702.0,0.010728739
703.0,703.0,0.085269175
704.0,704.0,0.016601399
705.0,705.0,0.03212065
706.0,706.0,0.04022747
707.0,707.0,0.19565557
708.0,708.0,0.5123301
709.0,709.0,0.09713062
710.0,710.0,0.10883204
711.0,711.0,0.6824458
712.0,712.0,0.09217381
713.0,713.0,0.02032847
714.0,714.0,0.038782667
715.0,715.0,8.789043E-5
716.0,716.0,0.086291745
717.0,717.0,0.0652158
718.0,718.0,0.18435031
719.0,719.0,0.0051444634
720.0,720.0,0.5188421
721.0,721.0,0.0103605585
722.0,722.0,0.0027980306
723.0,723.0,0.16952069
724.0,724.0,0.70926577
725.0,725.0,0.60008395
726.0,726.0,0.07141731
727.0,727.0,0.17701893
728.0,728.0,0.14288229
729.0,729.0,0.11784581
730.0,730.0,2.82377E-4
731.0,731.0,0.45281938
732.0,732.0,0.5899963
733.0,733.0,0.5860726
734.0,734.0,0.004029496
735.0,735.0,0.6177958
736.0,736.0,0.02761703
737.0,737.0,0.0915089
738.0,738.0,0.08519459
739.0,739.0,0.054847952
740.0,740.0,0.031813804
741.0,741.0,0.0034206065
742.0,742.0,0.28282595
743.0,743.0,0.3081192
744.0,744.0,0.09600922
745.0,745.0,0.0016415608
746.0,746.0,0.021334065
747.0,747.0,0.7968339
748.0,748.0,0.08015251
749.0,749.0,0.24348326
750.0,750.0,0.013065142
751.0,751.0,0.02303131
752.0,752.0,0.42536998
753.0,753.0,0.011617301
754.0,754.0,0.5493781
755.0,755.0,0.092419334
756.0,756.0,0.22399762
757.0,757.0,0.5183999
758.0,758.0,0.35472605
759.0,759.0,0.45838663
760.0,760.0,0.37509817
761.0,761.0,0.18589438
762.0,762.0,0.25843236
763.0,763.0,0.13844188
764.0,764.0,0.06042807
765.0,765.0,0.30698597
766.0,766.0,0.026310457
767.0,767.0,0.12521021
768.0,768.0,1.7603481E-4
769.0,769.0,6.6355907E-4
770.0,770.0,0.03173551
771.0,771.0,2.389668E-5
772.0,772.0,8.701229E-7
773.0,773.0,0.16736642
774.0,774.0,0.20248769
775.0,775.0,0.12823255
776.0,776.0,0.49455118
777.0,777.0,0.050449617
778.0,778.0,0.13940896
779.0,779.0,0.2969201
780.0,780.0,0.03874198
781.0,781.0,0.15415487
782.0,782.0,0.35046914
783.0,783.0,0.024319075
784.0,784.0,0.023358671
785.0,785.0,0.5853552
786.0,786.0,0.16943409
787.0,787.0,0.5158949
788.0,788.0,0.025951508
789.0,789.0,0.2027617
790.0,790.0,4.7210307E-4
791.0,791.0,0.26599017
792.0,792.0,0.0018949246
793.0,793.0,0.15542996
794.0,794.0,3.9676353E-4
795.0,795.0,0.6203195
796.0,796.0,0.023605494
797.0,797.0,0.15987706
798.0,798.0,0.105473556
799.0,799.0,0.30511394
800.0,800.0,2.9873557E-4
801.0,801.0,0.20063634
802.0,802.0,4.335161E-4
803.0,803.0,0.025632603
804.0,804.0,0.10556351
805.0,805.0,0.10392891
806.0,806.0,0.14638266
807.0,807.0,0.086080275
808.0,808.0,0.0031266913
809.0,809.0,0.12303471
810.0,810.0,0.06370297
811.0,811.0,2.7032278E-4
812.0,812.0,0.1753263
813.0,813.0,0.3246258
814.0,814.0,0.60135865
815.0,815.0,1.1780753E-10
816.0,816.0,0.20795874
817.0,817.0,0.10061299
818.0,818.0,0.012996932
819.0,819.0,0.34030154
820.0,820.0,0.02713734
821.0,821.0,0.017728588
822.0,822.0,0.32097372
823.0,823.0,0.063003056
824.0,824.0,7.465752E-6
825.0,825.0,0.120580494
826.0,826.0,0.019280782
827.0,827.0,0.0032025864
828.0,828.0,0.033891615
829.0,829.0,0.55660343
830.0,830.0,5.2832966E-5
831.0,831.0,0.13277818
832.0,832.0,0.08168977
833.0,833.0,0.10652778
834.0,834.0,0.01508861
835.0,835.0,0.169744
836.0,836.0,0.0052337633
837.0,837.0,0.066562876
838.0,838.0,0.44817412
839.0,839.0,0.02002991
840.0,840.0,0.025138492
841.0,841.0,0.020385519
842.0,842.0,0.10482676
843.0,843.0,0.7429135
844.0,844.0,0.06455955
845.0,845.0,0.4071636
846.0,846.0,0.023168143
847.0,847.0,0.11814885
848.0,848.0,0.17147002
849.0,849.0,0.18658398
850.0,850.0,0.04451934
851.0,851.0,0.07441414
852.0,852.0,0.38080075
853.0,853.0,0.6197175
854.0,854.0,0.5730953
855.0,855.0,5.477607E-4
856.0,856.0,0.011447092
857.0,857.0,0.14952676
858.0,858.0,0.17554659
859.0,859.0,0.08417581
860.0,860.0,0.0544701
861.0,861.0,0.17921145
862.0,862.0,0.0077933166
863.0,863.0,0.03495448
864.0,864.0,0.06982967
865.0,865.0,0.061820563
866.0,866.0,0.08482861
867.0,867.0,0.14558476
868.0,868.0,0.17217332
869.0,869.0,0.15957618
870.0,870.0,0.5502678
871.0,871.0,0.18816401
872.0,872.0,0.021678157
873.0,873.0,0.010068395
874.0,874.0,0.18362305
875.0,875.0,0.2740949
876.0,876.0,0.011267544
877.0,877.0,0.007536913
878.0,878.0,0.2933272
879.0,879.0,0.43410677
880.0,880.0,0.010695849
881.0,881.0,0.16345285
882.0,882.0,0.22283442
883.0,883.0,0.09661609
884.0,884.0,0.019443745
885.0,885.0,0.52854276
886.0,886.0,0.011609351
887.0,887.0,0.09635072
888.0,888.0,0.11985025
889.0,889.0,0.032184087
890.0,890.0,0.10466291
891.0,891.0,0.43280965
892.0,892.0,0.0030772265
893.0,893.0,0.047760006
894.0,894.0,0.120677456
895.0,895.0,0.012650545
896.0,896.0,0.12092627
897.0,897.0,0.06011962
898.0,898.0,0.30614436
899.0,899.0,0.10666387
900.0,900.0,0.15026869
901.0,901.0,0.039780132
902.0,902.0,0.17790557
903.0,903.0,0.3251317
904.0,904.0,0.021555807
905.0,905.0,2.9347165E-4
906.0,906.0,0.45254388
907.0,907.0,0.5193445
908.0,908.0,0.27790052
909.0,909.0,0.1884718
910.0,910.0,0.36981016
911.0,911.0,0.69819385
912.0,912.0,0.17205738
913.0,913.0,0.041786194
914.0,914.0,0.028098455
915.0,915.0,0.03717721
916.0,916.0,0.020330742
917.0,917.0,0.0024051424
918.0,918.0,3.0449397E-4
919.0,919.0,0.10345545
920.0,920.0,0.2326945
921.0,921.0,0.093519084
922.0,922.0,0.6215044
923.0,923.0,1.0062368E-9
924.0,924.0,0.04970599
925.0,925.0,0.19670488
926.0,926.0,0.0075596846
927.0,927.0,0.005355021
928.0,928.0,0.022043413
929.0,929.0,0.045082647
930.0,930.0,0.106211394
931.0,931.0,0.012161292
932.0,932.0,0.31436926
933.0,933.0,0.6295625
934.0,934.0,0.12936485
935.0,935.0,0.58409005
936.0,936.0,0.034048066
937.0,937.0,0.14899728
938.0,938.0,0.014888341
939.0,939.0,0.091427
940.0,940.0,0.06321664
941.0,941.0,0.21178655
942.0,942.0,0.6972876
943.0,943.0,0.48599193
944.0,944.0,0.018980877
945.0,945.0,0.05202426
946.0,946.0,0.008259857
947.0,947.0,0.56234884
948.0,948.0,0.013987171
949.0,949.0,0.5377993
950.0,950.0,0.15536268
951.0,951.0,0.009644473
952.0,952.0,0.037991904
953.0,953.0,0.6372004
954.0,954.0,0.09718618
955.0,955.0,0.6128373
956.0,956.0,1.7768782E-4
957.0,957.0,0.021270072
958.0,958.0,0.0171254
959.0,959.0,0.001229034
960.0,960.0,0.006333135
961.0,961.0,0.316715
962.0,962.0,0.1033463
963.0,963.0,0.19670188
964.0,964.0,0.01649885
965.0,965.0,0.18071711
966.0,966.0,0.03003374
967.0,967.0,0.33799687
968.0,968.0,0.040798515
969.0,969.0,0.009165444
970.0,970.0,0.06509241
971.0,971.0,0.39219964
972.0,972.0,0.57764316
973.0,973.0,0.30739087
974.0,974.0,0.22897841
975.0,975.0,0.15635546
976.0,976.0,0.6120056
977.0,977.0,0.3082114
978.0,978.0,0.10942445
979.0,979.0,0.57758856
980.0,980.0,0.057093106
981.0,981.0,0.66059333
982.0,982.0,0.028911984
983.0,983.0,1.5744826E-4
984.0,984.0,0.007841875
