X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
28.0,28.0,train,2.076835606248356E-4,32.45697847857575,0.4492132293111938
29.0,29.0,train,2.0211641171826477E-4,31.65614405203488,0.4425000525068309
30.0,30.0,train,2.4592254163906084E-4,36.523944183154505,0.49128862208342927
31.0,31.0,train,4.619964683630158E-4,66.50662948233203,0.644669993338383
32.0,32.0,train,2.1883466692206862E-4,33.68480297407998,0.4621850589308454
33.0,33.0,train,7.669909550894166E-4,89.27968453591689,0.750748700906584
34.0,34.0,train,1.1884296869338465E-4,20.81756756941838,0.3181986162128878
35.0,35.0,train,1.7625062757048224E-4,28.744307052406718,0.4090343754602241
36.0,36.0,train,6.411273953486975E-4,80.98426270705053,0.7157267484172453
37.0,37.0,train,6.048395686424047E-4,78.30122695630456,0.7037245863878029
38.0,38.0,train,8.308252695711899E-4,93.5057880673016,0.7654066828375703
39.0,39.0,train,2.2977208308520259E-4,34.625123073810606,0.47432814960541925
40.0,40.0,train,6.478740791127353E-4,81.53600816382463,0.7178518052210658
41.0,41.0,train,2.4100786650421428E-4,35.824446556512704,0.4862444521620002
42.0,42.0,train,4.0184441062921287E-4,58.8642271202699,0.6121121634078702
43.0,43.0,train,1.1842574437109863E-4,20.767347449136132,0.31743611995762067
44.0,44.0,train,4.936126379205503E-4,69.60986091355389,0.6596837952544718
45.0,45.0,train,6.755493450424036E-4,83.81211071056563,0.7262463268067998
46.0,46.0,train,6.715663821973501E-4,83.27207146675697,0.7250691094258936
47.0,47.0,train,7.352224692994951E-4,87.68033987346364,0.7427493006779687
48.0,48.0,train,7.59319036835689E-4,88.85341155842492,0.7488627978466588
49.0,49.0,train,8.85608023122911E-4,95.74822579296365,0.7766775861327274
50.0,50.0,train,5.209858238466142E-4,72.7832014697664,0.6716940880814138
51.0,51.0,train,7.748488131948025E-4,89.89248623232407,0.7526511733880162
52.0,52.0,train,2.759209348972294E-4,40.82359678813257,0.5200514164281427
53.0,53.0,train,3.9417852837687087E-4,58.00510321741813,0.6075292407586234
54.0,54.0,train,6.109376270693445E-4,78.5949930460783,0.7058118594671903
55.0,55.0,train,6.954189559713769E-4,85.04260362672855,0.7319716107625424
56.0,56.0,train,4.8262112569841855E-4,68.51277128033287,0.6546101919109669
57.0,57.0,train,3.2721057732958576E-4,48.53805305728573,0.5623582078957492
58.0,58.0,train,5.633375006069316E-4,76.01243527434589,0.6886924058648756
59.0,59.0,train,5.610641501658095E-4,75.71717566529229,0.6878248021251129
60.0,60.0,train,2.5733274980536855E-4,38.336083875030006,0.502626061021313
61.0,61.0,train,2.8372566159357628E-5,4.531348507392076,0.10025062469852664
62.0,62.0,train,5.622360445547853E-4,75.86553275605279,0.6882726481225722
63.0,63.0,train,3.153113879192459E-4,46.82990598915299,0.5532213795777207
64.0,64.0,train,4.634610825606669E-4,66.6886934275707,0.6453947083417084
65.0,65.0,train,7.688487523799285E-4,89.4378557658488,0.7512011305731402
66.0,66.0,train,3.6186065126035883E-4,53.168250048914174,0.5869554687125288
67.0,67.0,train,3.6153561526417946E-4,53.12129568377481,0.5867375868094703
68.0,68.0,train,8.409424541870451E-4,94.01329087691032,0.7675730334278936
69.0,69.0,train,5.481832662419166E-4,74.7931509214481,0.6828161362191202
70.0,70.0,train,7.320807100889326E-4,87.25824840505067,0.7419302070436576
71.0,71.0,train,1.3130179814017551E-4,22.26444337027633,0.3402080587200038
72.0,72.0,train,5.569901867734123E-4,75.28364891229117,0.6862578515415344
73.0,73.0,train,5.766353544480472E-4,76.88347759833479,0.6936723490419061
74.0,74.0,train,8.438725861699693E-5,17.011262424078755,0.24890717183310215
75.0,75.0,train,2.844636656439919E-4,42.14239662111284,0.5276567120051788
76.0,76.0,train,2.0653683225524373E-4,32.31262398765304,0.4478436947085119
77.0,77.0,train,4.977233770664933E-4,70.17617080025653,0.6615431947770604
78.0,78.0,train,1.2436908309400386E-4,21.47759847368466,0.3281394724397823
79.0,79.0,train,5.115952225592055E-4,71.63141671510606,0.6676705524972666
80.0,80.0,train,7.32839105854496E-4,87.37621679140989,0.7421284069716794
81.0,81.0,train,9.2158563559078E-4,96.43811597657903,0.7835084025621099
82.0,82.0,train,2.0557034777469322E-5,2.92487938989829,0.07469830459826328
83.0,83.0,train,6.792282273926E-4,84.1117747535483,0.7273247481981384
84.0,84.0,train,5.099721941086108E-4,71.40683290353064,0.6669651262939059
85.0,85.0,train,5.573276872113466E-4,75.31613938334735,0.6863882602023365
86.0,86.0,train,4.13916804791638E-4,60.36522341950246,0.619116367536518
87.0,87.0,train,4.6478729092284466E-4,66.84304510719559,0.6460483922285922
88.0,88.0,train,1.6051110579879066E-4,26.303948381251036,0.3866294454326305
89.0,89.0,train,3.9820900379223314E-4,58.52071413257187,0.6099522123224476
90.0,90.0,train,1.8733893107064357E-4,30.107924289895045,0.4238603085606956
91.0,91.0,train,4.0609835762126336E-4,59.39291744666831,0.6146094375870206
92.0,92.0,train,1.3511100721026316E-4,22.722568420610084,0.3466564346920467
93.0,93.0,train,4.4648731923242025E-4,65.09806908601539,0.6368100281786379
94.0,94.0,train,4.645549164669279E-4,66.82155613130021,0.6459340297972762
95.0,95.0,train,8.508471401978152E-4,94.27929156158623,0.7696554712558527
96.0,96.0,train,3.078900619473672E-4,45.93297386276903,0.5473271746543076
97.0,97.0,train,3.1818727875355046E-4,47.229056010495135,0.5554644257692659
98.0,98.0,train,4.960852734106648E-4,70.01023095055541,0.6608046762361606
99.0,99.0,train,5.015003177753564E-5,10.005491357514138,0.1645375619891211
100.0,100.0,train,6.78161140181725E-4,84.00106460987242,0.7270128198778858
101.0,101.0,train,0.0016251971371562112,99.82738861721067,0.8645397153866939
102.0,102.0,train,4.756562349885201E-4,67.85043006279832,0.6513162001340344
103.0,103.0,train,7.925842409672514E-4,90.97347498935169,0.7568401724729268
104.0,104.0,train,1.7805625310263066E-4,29.08982588055748,0.41150043167121775
105.0,105.0,train,3.417472338031538E-4,50.48661390641815,0.5730254516555433
106.0,106.0,train,2.046013717020865E-5,2.9070242680538647,0.07437239314245746
107.0,107.0,train,5.335158056623454E-4,73.56937424748138,0.6769134207482561
108.0,108.0,train,2.3102367720919534E-4,34.754848004455305,0.4756828374282457
109.0,109.0,train,4.457429590220959E-4,65.00058947802917,0.6364240354888555
110.0,110.0,train,1.5796473981997424E-4,25.831972346010794,0.3828440997290748
111.0,111.0,train,4.590157463259827E-5,8.809280262753372,0.15272760974069202
112.0,112.0,train,4.8259606861307693E-4,68.51007201984328,0.6545984529065754
113.0,113.0,train,2.8776522528683345E-4,42.74690283948894,0.5305317924392591
114.0,114.0,train,8.584177666938831E-4,94.51805396699208,0.7712221881974695
115.0,115.0,train,8.96691193812854E-4,96.00353854439668,0.7788273691880409
116.0,116.0,train,7.956998923028599E-4,91.33631427732689,0.7575614613773605
117.0,117.0,train,7.996353320732208E-4,91.81203191129269,0.7584664420887365
118.0,118.0,train,7.485132996588883E-4,88.24540835460549,0.7461576157380098
119.0,119.0,train,4.7835220864624604E-4,68.0905801685133,0.6525986659939718
120.0,120.0,train,7.276275547837761E-4,86.94128729862081,0.7407602402338354
121.0,121.0,train,7.16318872228284E-4,86.13251892371049,0.7377409066658113
122.0,122.0,train,2.8732286474905296E-5,4.60563447320523,0.10139277521864086
123.0,123.0,train,4.213002917301428E-4,61.11647265811138,0.6232768438477027
124.0,124.0,train,3.965306337765868E-4,58.28378642647376,0.6089468833490285
125.0,125.0,train,4.935735143784385E-4,69.60237343050275,0.6596660004569562
126.0,126.0,train,8.483322538379003E-4,94.20965807912161,0.7691302646401095
127.0,127.0,train,6.533912087700763E-4,81.95240006297277,0.7195661093846686
128.0,128.0,train,4.8627950334239944E-4,68.84204550043043,0.6563155862069803
129.0,129.0,train,3.363184928835506E-4,49.683741648333104,0.569103146826824
130.0,130.0,train,2.9859385682879524E-4,44.442524194470856,0.5397207879842134
131.0,131.0,train,2.678201510552914E-4,39.86705262508772,0.5126098315628702
132.0,132.0,train,3.2549156758645897E-4,48.31060607802064,0.5610614234483645
133.0,133.0,train,1.2865918995766043E-4,21.996594023592486,0.33565925088486953
134.0,134.0,train,1.1297799853259129E-4,20.007404290870628,0.3073212826768376
135.0,135.0,train,3.9718971135068636E-4,58.37682544702825,0.6093422823892666
136.0,136.0,train,5.188803203538983E-4,72.54240818497496,0.6708004517512063
137.0,137.0,train,1.0872762915427496E-4,19.553771912189656,0.299218993168491
138.0,138.0,train,1.362668122358236E-4,22.90065262921118,0.34858817504019624
139.0,139.0,train,5.670106132412842E-4,76.27647871627107,0.6900840710923402
140.0,140.0,train,2.533143819986922E-4,37.51307774898283,0.49869142319479953
141.0,141.0,train,7.384810147623632E-4,88.06707727741161,0.7435933669000436
142.0,142.0,train,5.194002301077426E-4,72.60277601627325,0.6710215684479465
143.0,143.0,train,4.93070066556549E-4,69.50602333462562,0.6594368480745679
144.0,144.0,train,1.3400257159009262E-4,22.57246978890035,0.34479307159903905
145.0,145.0,train,7.778172698707168E-4,90.0520407753795,0.7533623326816935
146.0,146.0,train,1.3447405103689887E-4,22.636315102563213,0.3455869611880106
147.0,147.0,train,1.5691790996440183E-4,25.630445299915884,0.3812743296863025
148.0,148.0,train,1.3195435787453674E-4,22.33571237070569,0.3413217569105949
149.0,149.0,train,5.382081546760301E-4,73.7100099159269,0.6788255494984686
150.0,150.0,train,1.4384053235065006E-4,23.832977753863627,0.36096911604008836
151.0,151.0,train,1.252772062869744E-4,21.603468805388776,0.3297454171993949
152.0,152.0,train,4.693530978887677E-4,67.29039097201087,0.6482805492324273
153.0,153.0,train,1.4408606013775638E-4,23.862566382701036,0.36136261514765017
154.0,154.0,train,5.342815130198654E-4,73.59232347093949,0.6772269989425196
155.0,155.0,train,4.916225884570916E-4,69.31232884424342,0.6587762827316805
156.0,156.0,train,7.846767869879928E-4,90.28663120214645,0.7549901416020637
157.0,157.0,train,2.884081799365211E-4,42.8564214376506,0.5310876264764374
158.0,158.0,train,6.865038397884677E-4,84.76005408897703,0.7294326847072777
159.0,159.0,train,4.359147252460147E-4,63.62634654843608,0.6312495144113173
160.0,160.0,train,5.639509010269965E-4,76.05655543542898,0.6889256790731055
161.0,161.0,train,1.0734747348887226E-4,19.359853456132804,0.2965471417081213
162.0,162.0,train,3.04012668763909E-4,45.513082841188556,0.5441853680742063
163.0,163.0,train,3.9395644144542405E-4,57.978151972264286,0.6073948550109163
164.0,164.0,train,7.339660020663236E-4,87.55153034783375,0.7424223495612295
165.0,165.0,train,7.184892914345077E-4,86.53122497892609,0.7383258340370565
166.0,166.0,train,3.7399456231617366E-4,55.27501649870651,0.5949280106577423
167.0,167.0,train,3.513167968852734E-4,51.75805571885389,0.5797683982869143
168.0,168.0,train,6.79586134423345E-4,84.15148187081428,0.7274292111226699
169.0,169.0,train,4.436800750546531E-4,64.64018356492545,0.635350013721347
170.0,170.0,train,3.7403332497942853E-4,55.28129729702708,0.5949529863866639
171.0,171.0,train,8.041302318047444E-5,16.50335570172657,0.23999817596404574
172.0,172.0,train,6.581433552647961E-4,82.27560258998999,0.7210261024862734
173.0,173.0,train,6.542013887386837E-4,82.02740793751686,0.7198160990714402
174.0,174.0,train,3.2479681535926586E-4,48.231776344598266,0.5605351338638004
175.0,175.0,train,5.627769570189355E-4,75.93767490190142,0.6884789277054832
176.0,176.0,train,1.4872350844644612E-4,24.44655881867263,0.36870492548604866
177.0,177.0,train,9.817620749628361E-5,18.4050752527468,0.2782614623661162
178.0,178.0,train,4.27958921969558E-4,62.131786552511365,0.6269516903845282
179.0,179.0,train,1.075294085475038E-4,19.386983095384576,0.29690051611227125
180.0,180.0,train,8.280966061351838E-4,93.20413266296946,0.7648154735216576
181.0,181.0,train,1.9442098270268152E-4,30.782434074777278,0.4329464166711101
182.0,182.0,train,6.124189111266873E-4,78.70799411042205,0.7063144484997902
183.0,183.0,train,1.4657585229614086E-4,24.173881926809482,0.3653257171468837
184.0,184.0,train,5.124655843646151E-4,71.76837222882206,0.6680476132774955
185.0,185.0,train,1.2094728489478808E-4,21.06485268449388,0.3220185304949562
186.0,186.0,train,1.022041462853939E-4,18.804852116547046,0.2864081220040302
187.0,187.0,train,6.108404177034577E-8,4.782039277760517E-4,2.398228256397221E-4
188.0,188.0,train,9.205857545021671E-4,96.41508417222092,0.7833242122856067
189.0,189.0,train,3.059349094135436E-7,0.004839558280905425,0.0011999813440004303
190.0,190.0,train,8.917482769221361E-4,95.90134181673142,0.777873735638546
191.0,191.0,train,3.654360144657377E-7,0.006352849057884918,0.0014330305813485267
192.0,192.0,train,6.533874528002454E-4,81.95200785246928,0.7195649494011932
193.0,193.0,train,3.2897290553609963E-4,48.79243769902925,0.5636797404787416
194.0,194.0,train,7.139299657763145E-4,85.96451077190687,0.7370940664653137
195.0,195.0,train,3.163995603564946E-4,46.98283308109751,0.5540727548418338
196.0,196.0,train,6.625432690395343E-4,82.598010773896,0.7223643912104525
197.0,197.0,train,3.2429987132290587E-4,48.182626149076796,0.5601579133148834
198.0,198.0,train,4.4138109175422967E-4,64.34595256240698,0.6341455679391897
199.0,199.0,train,1.347672851484882E-4,22.676023352748647,0.346079746935498
200.0,200.0,train,8.584584832662093E-4,94.53328551776254,0.7712305567441641
201.0,201.0,train,1.0079431229164363E-4,18.658970291419063,0.28357768235636244
202.0,202.0,train,6.822028647047872E-4,84.43630280473633,0.7281905355466126
203.0,203.0,train,7.921161283236633E-4,90.94891167853648,0.7567314310241376
204.0,204.0,train,6.714205825237696E-4,83.2612861104052,0.7250258242769976
205.0,205.0,train,2.9168691905767684E-4,43.254445676779724,0.5339017486329907
206.0,206.0,train,6.833622969366495E-4,84.56035385654005,0.7285265084785151
207.0,207.0,train,3.020043947420326E-4,45.018139099132775,0.5425408810986857
208.0,208.0,train,3.2121128500384443E-4,47.75343852332716,0.5577988297214902
209.0,209.0,train,2.2846831906698625E-4,34.48690568408503,0.47290953053965706
210.0,210.0,train,4.943600470622304E-4,69.7528985933893,0.6600233868974956
211.0,211.0,train,4.6081312808537886E-4,66.41013747163963,0.6440822901516049
212.0,212.0,train,4.6881880000230195E-4,67.23612865061324,0.6480207943222684
213.0,213.0,train,8.007524390233782E-4,91.98933805656841,0.7587220985044978
214.0,214.0,train,3.194750571178735E-4,47.44703489035681,0.5564615421345911
215.0,215.0,train,3.4941392203862554E-4,51.31092755648479,0.5784446039982359
216.0,216.0,train,4.2795169156606514E-4,62.13009999451617,0.6269477388643566
217.0,217.0,train,6.245074606469451E-4,79.4522708279868,0.7103526982821798
218.0,218.0,train,7.986356388954205E-4,91.69492414833266,0.7582371967012167
219.0,219.0,train,1.3337201535082837E-4,22.490541156434276,0.34372830873452476
220.0,220.0,train,5.063956700719279E-4,70.86277375837118,0.6654000205421685
221.0,221.0,train,5.001592865974959E-4,70.49727766462567,0.6626354666384262
222.0,222.0,train,7.303846372235808E-4,87.09309998411995,0.7414858491321145
223.0,223.0,train,5.141909040163442E-4,72.02508378172084,0.6687925380100491
224.0,224.0,train,7.045410280342646E-4,85.55340719653516,0.7345206234703537
225.0,225.0,train,3.625330711302662E-4,53.272288248647214,0.5874054845330127
226.0,226.0,train,5.109662541776524E-4,71.5324455892233,0.6673975352905713
227.0,227.0,train,4.7771861926309666E-4,68.03326804877398,0.6522981183482024
228.0,228.0,train,1.5646545062766802E-4,25.547089480706575,0.3805933714856796
229.0,229.0,train,3.7996292160049456E-4,56.068891094292695,0.5987376381598561
230.0,230.0,train,5.987239245913259E-4,77.86702696917513,0.7016013340698687
231.0,231.0,train,5.48009900315285E-4,74.78574706099228,0.6827476273773164
232.0,232.0,train,6.154334276587282E-4,78.88680520637664,0.7073319673311741
233.0,233.0,train,3.0268388021426697E-4,45.18854238954293,0.5430986083459929
234.0,234.0,train,8.608843101419892E-4,94.87493933846217,0.7717280386681524
235.0,235.0,train,5.59814587075903E-4,75.56745494278098,0.6873458548670591
236.0,236.0,train,6.679501048659098E-4,83.00456167933017,0.7239914669696161
237.0,237.0,train,6.298291985704311E-4,79.77079787468557,0.7120954615501515
238.0,238.0,train,7.229696232706666E-4,86.733199237098,0.7395250678903187
239.0,239.0,train,8.726366758585492E-4,95.2951464155404,0.7741078684104937
240.0,240.0,train,8.868094282994945E-4,95.7859846652838,0.7769126379951918
241.0,241.0,train,3.954289150655552E-4,58.15312394045087,0.6082841412671833
242.0,242.0,train,4.2793330164396585E-4,62.12581037635333,0.6269376881284913
243.0,243.0,train,8.050936552486103E-4,92.23781826065388,0.7597104938366293
244.0,244.0,train,4.3309064712757593E-4,63.16529320692411,0.6297352959477445
245.0,245.0,train,2.5224994619690177E-4,37.38791246519433,0.49763871576833213
246.0,246.0,train,2.851327431472489E-4,42.25423194445005,0.5282422029452666
247.0,247.0,train,5.693572605298369E-4,76.40750627088347,0.6909666711531347
248.0,248.0,train,4.9623695216208965E-5,9.857173304702751,0.16309233877899462
249.0,249.0,train,8.407245666658265E-4,94.00748933870432,0.767526799724444
250.0,250.0,train,9.582194492091389E-4,97.19363359892493,0.7900474026708022
251.0,251.0,train,5.403395889156439E-4,73.98034041775811,0.6796866520596186
252.0,252.0,train,7.641530552084037E-4,89.07349030547552,0.7500544013141195
253.0,253.0,train,6.314359481848497E-4,79.96017888834479,0.712617525748223
254.0,254.0,train,1.3692429584834785E-4,23.00590876843806,0.3496819633727093
255.0,255.0,train,9.465560790704527E-5,18.030148336222908,0.2709870369321532
256.0,256.0,train,1.635591493911032E-4,26.8390852864408,0.3910999549099005
257.0,257.0,train,9.7282520210333E-5,18.31098931210882,0.2764286679927848
258.0,258.0,train,1.0707119172297612E-4,19.3186551038362,0.29600983689746724
259.0,259.0,train,5.474664452002108E-5,11.406548260185982,0.1769500250220091
260.0,260.0,train,6.620208957808875E-4,82.5394279719981,0.7222061769577658
261.0,261.0,train,2.560300283046908E-4,38.096436220641756,0.5013572673112531
262.0,262.0,train,7.638286165074864E-4,89.04992860728349,0.7499747800842325
263.0,263.0,train,9.621694498484038E-4,97.24629556191046,0.7907289476021491
264.0,264.0,train,7.875469967837275E-4,90.60336867472553,0.7556649026025147
265.0,265.0,train,6.260742799611135E-4,79.54059762076817,0.7108679880257232
266.0,266.0,train,1.7694967311745688E-4,28.90357855564517,0.40999155374685664
267.0,267.0,train,4.7153428448228844E-4,67.52812064631381,0.6493369922472934
268.0,268.0,train,3.8442232429413965E-4,56.8218895375363,0.6015376465265573
269.0,269.0,train,4.993847397616773E-4,70.37181727895586,0.6622889218822091
270.0,270.0,train,2.6600255711980975E-4,39.51929020770264,0.5109083360561224
271.0,271.0,train,4.959899138334554E-4,70.0005666634747,0.6607615852816127
272.0,272.0,train,3.778079976164658E-4,55.77039036697771,0.5973704353009817
273.0,273.0,train,4.38951090474963E-4,64.02652364834027,0.6328638013527034
274.0,274.0,train,5.11997768629295E-4,71.69475922793326,0.667845051142902
275.0,275.0,train,8.96892502011811E-5,17.54229956718044,0.26047239337389705
276.0,276.0,train,5.141383794910805E-4,72.01726872818763,0.6687699093442538
277.0,277.0,train,1.8040466940702152E-4,29.357258768102657,0.4146771858062005
278.0,278.0,train,5.83771193260079E-5,12.434359383431797,0.18649591202859883
279.0,279.0,train,7.331100365885261E-4,87.41836606809623,0.7421991385024999
280.0,280.0,train,7.373827795897127E-5,15.581277642431429,0.2245502599798103
281.0,281.0,train,7.166291651345565E-4,86.16991295207896,0.7378246906691912
282.0,282.0,train,8.360187167577035E-4,93.75570707081759,0.7665237543416271
283.0,283.0,train,7.802799239905975E-4,90.13626173016175,0.7539492196776636
284.0,284.0,train,7.53531021042761E-4,88.43176679937113,0.7474209981891955
285.0,285.0,train,3.6263659947877023E-4,53.298942686832596,0.5874746836032484
286.0,286.0,train,4.7401531236137927E-4,67.714149179649,0.6505309726692712
287.0,287.0,train,4.229044334149952E-4,61.37139465883581,0.6241687616487134
288.0,288.0,train,7.266973202259837E-4,86.89999944986413,0.740514501232766
289.0,289.0,train,9.79415174308101E-4,97.38764142679977,0.7936534682462232
290.0,290.0,train,2.0274179293345147E-4,31.705480978944085,0.4432623196404404
291.0,291.0,train,4.522503476068322E-4,65.62349308172736,0.6397709724159171
292.0,292.0,train,1.650588075087421E-4,27.07236256339028,0.3932756429050878
293.0,293.0,train,5.148944116269448E-4,72.08295564146901,0.6690953260597504
294.0,294.0,train,2.0294514992969895E-4,31.72152400840627,0.4435097393076331
295.0,295.0,train,5.752333792906896E-4,76.72696939026561,0.6931548462422983
296.0,296.0,train,5.196918974932204E-4,72.63664213898312,0.671145484058432
297.0,297.0,train,1.876491199955218E-4,30.15358515757616,0.4242643669320172
298.0,298.0,train,6.333132519569538E-4,80.34680815300261,0.7132251049210336
299.0,299.0,train,9.973005994942784E-5,18.5604410700341,0.28142612930838173
300.0,300.0,train,0.001514682601094031,99.0422209846641,0.856078681507696
301.0,301.0,train,1.1587110069919264E-4,20.402420424500576,0.31272994604447135
302.0,302.0,train,7.698487391260617E-4,89.52247397700948,0.7514439781934436
303.0,303.0,train,7.709705280708566E-4,89.61403342287736,0.751715841986147
304.0,304.0,train,2.8291623212524066E-4,41.858711788241,0.5262970129747395
305.0,305.0,train,8.447905977019159E-5,17.02072940315587,0.24911049398768256
306.0,306.0,train,3.576132037571909E-4,52.68480049126856,0.5840900298676018
307.0,307.0,train,1.542938916872348E-4,25.252734772401393,0.3773041710194848
308.0,308.0,train,2.2342400750792268E-4,34.003375368813174,0.4673479583509442
309.0,309.0,train,1.2003529795593172E-4,20.961084895189504,0.32036829094186003
310.0,310.0,train,7.946052975064811E-4,91.09124811080814,0.7573085452997107
311.0,311.0,train,3.914025551512543E-4,57.68636551808071,0.6058428473079358
312.0,312.0,train,4.8397757895604805E-4,68.63389968918325,0.6552444886592219
313.0,313.0,train,4.915301896819086E-4,69.2999647334156,0.6587340289751262
314.0,314.0,train,9.088039456510981E-4,96.18842991814384,0.7811300159819459
315.0,315.0,train,7.220712590894077E-4,86.69270079954622,0.7392854879328203
316.0,316.0,train,7.861233904019933E-4,90.43015070145303,0.7553306904831871
317.0,317.0,train,7.870538417682359E-4,90.52247096009572,0.7555492307650581
318.0,318.0,train,4.4291655887242925E-4,64.51160185226789,0.6349508852915315
319.0,319.0,train,4.476697735166838E-4,65.2529173152172,0.6374215150736636
320.0,320.0,train,5.017252472784019E-4,70.60210149046148,0.6633339346755165
321.0,321.0,train,9.815641490967373E-5,18.40299152149301,0.2782209718208825
322.0,322.0,train,9.669527332618447E-4,97.31006696780946,0.7915483693487003
323.0,323.0,train,9.043460250643685E-4,96.12038336090043,0.7802881578415285
324.0,324.0,train,8.957099266744202E-5,17.532709574325132,0.260218323193966
325.0,325.0,train,5.781473196702838E-4,77.05505969435669,0.6942284990192494
326.0,326.0,train,8.22230318176083E-5,16.710801759202006,0.24408171815556937
327.0,327.0,train,7.884951574610575E-4,90.7589081954662,0.7558869908801819
328.0,328.0,train,2.0273040290781508E-4,31.70458240884209,0.44324845515792666
329.0,329.0,train,2.9175819506950377E-4,43.26519873740071,0.5339625493357595
330.0,330.0,train,3.239930881775108E-4,48.1522837956615,0.5599247167373353
331.0,331.0,train,6.464862439277808E-4,81.43889868148277,0.7174172672755527
332.0,332.0,train,9.452957326846288E-4,97.02133158727581,0.7877861488259499
333.0,333.0,train,8.413521003495493E-5,16.976167428071214,0.2483483654010984
334.0,334.0,train,4.8625506943646775E-4,68.83965288146008,0.6563042519302852
335.0,335.0,train,2.926368392059234E-4,43.504085023128944,0.5347107597676743
336.0,336.0,train,3.377625040749568E-4,49.856138070746276,0.5701534730778566
337.0,337.0,train,1.642314148156063E-4,26.936621407359628,0.39207719692841714
338.0,338.0,train,6.575292603951273E-4,82.23693633928269,0.7208382911495893
339.0,339.0,train,6.512195996440313E-4,81.73684750962855,0.7188938305340254
340.0,340.0,train,3.3348872026984496E-4,49.42440415615024,0.5670299063575504
341.0,341.0,train,7.237490512357254E-4,86.76833600615844,0.7397325729316903
342.0,342.0,train,4.3380502712242393E-4,63.28451636676537,0.6301195070787955
343.0,343.0,train,1.845960599005978E-4,29.851589904048964,0.4202625544809476
344.0,344.0,train,5.994352552594E-4,77.9234726776,0.7018498592203489
345.0,345.0,train,8.880409810433813E-4,95.82469104321386,0.7771530751311321
346.0,346.0,train,2.556797629537382E-4,38.029332357742625,0.5010150191983963
347.0,347.0,train,3.5205001676260375E-4,51.87006841051688,0.5802762692455005
348.0,348.0,train,3.269981567620614E-4,48.509325727752014,0.5621983774039501
349.0,349.0,train,4.535468774854183E-4,65.76100905084046,0.6404304667034203
350.0,350.0,train,3.4457887779928894E-4,50.76747648877727,0.5750431322077768
351.0,351.0,train,7.995180382926493E-4,91.79341515477262,0.7584395672925954
352.0,352.0,train,1.2564554500767703E-4,21.654998549940398,0.33039460899912365
353.0,353.0,train,2.898533698608297E-4,43.065551480731735,0.5323322012728652
354.0,354.0,train,1.4001461683427018E-4,23.41561309497825,0.3547741936631631
355.0,355.0,train,7.371562732283523E-4,87.9017232351861,0.7432508860611756
356.0,356.0,train,5.99201551759002E-5,12.784585296602158,0.19048640745815393
357.0,357.0,train,2.424974540174119E-5,3.6848516146180046,0.08694983075346908
358.0,358.0,train,9.899602852075788E-5,18.4913846737882,0.27993462359430377
359.0,359.0,train,1.92679094360983E-4,30.612159588101726,0.4307382934830009
360.0,360.0,train,3.398198807016943E-5,5.701446967135569,0.11773719140116053
361.0,361.0,train,5.2103168313960214E-5,10.588202656754008,0.16985716561222702
362.0,362.0,train,0.0012375752303018025,98.06947708538097,0.8293522708951298
363.0,363.0,train,4.5956218820605323E-4,66.30813324978345,0.6434588962390049
364.0,364.0,train,3.877277575074057E-4,57.26221450670345,0.6035880030680084
