"species","num.records"
"Sphaerocera monilis",66
"Spinilimosina brevicostata",13
"Telomerina pseudoleucoptera",37
"Thoracochaeta brachystoma",28
"Trachyopella (Trachyopella) atomus",15
"Trachyopella (Trachyopella) bovilla",18
"Trachyopella (Trachyopella) coprina",4
"Trachyopella (Trachyopella) melania",16
"Adoxomyia dahlii",4
"Chorisops nagatomii",316
"Chorisops tunisiae",5
"Exodontha dubia",14
"Lasiopa peleteria",9
"Lasiopa tsacasi",9
"Lasiopa villosa",8
"Odontomyia discolor",4
"Oxycera dives",37
"Oxycera fallenii",9
"Oxycera locuples",10
"Oxycera meigenii",17
"Pycnomalla splendens",11
"Scatophagus argus",2
"Stratiomys cenisia",8
"Stratiomys chamaeleon",245
"Stratiomys concinna",10
"Stratiomys equestris",6
"Zabrachia tenella",84
"Strongylophthalmyia ustulata",111
"Arctophila superbiens",606
"Asarkina (Asarkina) fiorii",1
"Brachyopa (Brachyopa) maculipennis",16
"Callicera macquartii",19
"Callicera spinolae",63
"Chalcosyrphus (Xylotomima) nigripes",6
"Chamaesyrphus caledonicus",62
"Cheilosia alpestris",7
"Cheilosia clama",5
"Cheilosia griseifacies",10
"Cheilosia griseiventris",33
"Cheilosia iberica",5
"Cheilosia pallipes",1
"Cheilosia paraboli",16
"Cheilosia ruffipes",230
"Cheilosia tarditas",849
"Cheilosia vujici",3
"Chrysotoxum lineare",18
"Copestylum (Phalacromya) melleum",7
"Criorhina berberina",957
"Eristalis fratercula",20
"Eumerus argyropus",8
"Eumerus latitarsis",11
"Eumerus lunatus",1
"Eumerus olivaceus",13
"Eumerus purpureus",6
"Eumerus richteri",2
"Eupeodes (Metasyrphus) tirolensis",11
"Eupeodes lapponicus",921
"Heringia fulvimanus",17
"Lejops contracta",549
"Lejops interpunctus",450
"Lejops transfugus",365
"Mallota dusmeti",18
"Melangyna (Melangyna) coei",128
"Melangyna ericatum",11
"Melanogaster inornata",204
"Melanogaster lucida",173
"Melanogaster parumpicata",86
"Melanostoma incompletum",14
"Merodon (Merodon) flavus",7
"Merodon (Merodon) parietum",7
"Merodon alexeji",13
"Merodon crypticus",6
"Merodon luteihumerus",7
"Myolepta (Myolepta) difformis",5
"Myolepta (Myolepta) potens",16
"Neoascia (Neoasciella) unifasciata",6
"Orthonevra onytes",7
"Orthonevra plumbago",10
"Orthonevra splendens",372
"Paragus (Paragus) flammeus",13
"Philhelius laetus",76
"Pipiza fasciata",67
"Pipiza signata",5
"Pipizalla certa",21
"Pipizella bispina",4
"Pipizella cantabrica",7
"Pipizella maculipennis",16
"Pipizella zloti",2
"Platycheirus brunnifrons",8
"Platycheirus ciliger",294
"Platycheirus holarticus",6
"Pyrophaena granditarsa",1343
"Sericomyia (Sericomyia) hispanica",5
"Sphaerophoria nigra",21
"Sphaerophoria rueppelli",401
"Sphaerophoria salmatica",870
"Sphegina (Sphegina) cornifera",7
"Sphegina (Sphegina) sublatifrons",1
"Spilomyia saltuum",35
"Temnostoma carens",15
"Volucella elegans",141
"Xanthandrus (Xanthandrus) azorensis",16
"Chrysops (Chrysops) italicus",16
"Dasyrhamphis ater",61
"Haematopota csikii",5
"Haematopota lambi",5
"Haematopota pallens",1
"Hybomitra ciureai",65
"Limata tenuicornis",1
"Pangonius (Melanopangonius) funebris",11
"Pangonius (Melanopangonius) micans",27
"Pangonius (Pangonius) pyritosus",6
"Pangonius (Pangonius) variegatus",7
"Tabanus brassofortei",6
"Tabanus nemoralis",19
"Tabanus paradoxus",6
"Tabanus rectus",16
"Tabanus regularis",18
"Tabanus varelai",5
"Appendicia truncata",116
"Atylostoma tricolor",3
"Bithia jacentkovskyi",2
"Blepharipa schineri",14
"Bothria frontosa",46
"Brullaea ocypteroidea",17
"Buquetia musca",4
"Catharosia albisquama",7
"Chetogena janitrix",15
"Chetogena obliquata",3
"Cylindromyia (Plesiocyptera) rubida",7
"Cyrtophleba ruricola",73
"Cyrtophleba vernalis",13
"Dionaea aurifrons",8
"Drino gilva",5
"Ectophasia leucoptera",24
"Elodia morio",10
"Eriothrix rufomaculatus",3122
"Ernestia laevigata",45
"Ernestia puparum",225
"Ernestia rudis",295
"Ernestia vagans",20
"Erythrocera nigripes",33
"Estheria bohemani",17
"Estheria decolor",4
"Estheria picta",4
"Estheria simonyi",11
"Eurithia suspecta",2
"Euthera fascipennis",5
"Fausta nemorum",14
"Germaria ruficeps",13
"Gonia atra",6
"Gonia bimaculata",17
"Gonia quadrisetosa",4
"Gonia vacua",13
"Graphogaster brunnescens",47
"Graphogaster buccata",5
"Halidaya aurea",7
"Huebneria affinis",90
"Hyalurgus cruciger",31
"Leucostoma anthracinum",5
"Linnaemya (Ophina) olsufjevi",6
"Litophasia hyalipennis",21
"Meigenia uncinata",5
"Mintho compressa",10
"Neaera laticornis",9
"Nowickia (Fabriciella) atripalpis",3
"Opesia cana",7
"Pachystylum bremii",3
"Pales cyanea",4
"Pales pumicata",3
"Peleteria abdominalis",5
"Peleteria ferina",12
"Peleteria meridionalis",11
"Periscepsia (Ramonda) prunicia",4
"Phebellia glirina",22
"Phebellia nigripalpis",39
"Phebellia vicina",10
"Phryxe hirta",3
"Phryxe tenebrata",2
"Plesina phalerata",10
"Policheta unicolor",17
"Pseudogonia fasciata",21
"Rhamphina longirostris",4
"Rondania dimidiata",8
"Siphona grandistylum",5
"Siphona seyrigi",10
"Siphona tristella",5
"Siphona variata",15
"Solieria fenestrata",16
"Solieria vacua",12
"Spallanzania rectistylum",2
"Synamphichaeta tricincta",9
"Tachina nigrohirta",985
"Thelaira nigripes",127
"Townsendiellomyia nidicola",4
"Trigonospila transvittata",15
"Wagneria gagatea",16
"Weberia digramma",7
"Winthemia bohemani",11
"Winthemia speciosa",7
"Chaetorellia australis",8
"Chaetorellia conjuncta",20
"Chaetorellia succinea",17
"Chetostoma curvinerve",65
"Cryptaciura rotundiventris",90
"Dioxyna bidentis",446
"Dioxyna sororcula",11
"Ensina azorica",14
"Euleia separata",7
"Euphranta (Rhacochlaena) toxoneura",58
"Goniglossum wiedemanni",132
"Hemilea dimidiata",13
"Myopites eximia",17
"Myopites inulaedyssentericae",56
"Myopites nigrescens",4
"Myopites stylatus",26
"Orellia scorzonerae",32
"Paracarphotricha alpestris",13
"Sphaeniscus filiolus",5
"Terellia (Terellia) uncinata",7
"Terellia lappae",565
"Urophora (Inuromaesa) maura",5
"Urophora (Urophora) aprica",12
"Urophora (Urophora) spoliata",7
"Tethina tethys",2
"Dialineura analis",352
"Irwiniella frontata",7
"Pandivirilia caesia",17
"Pandivirilia melaleuca",23
"Salentia costalis",5
"Salentia xestomyzina",8
"Thereva albovittata",28
"Thereva brevicornis",7
"Thereva cincta",7
"Thereva fulva",41
"Thereva microcephala",34
"Thereva occulta",6
"Thereva rustica",6
"Thereva spiloptera",18
"Thereva teydea",11
"Nephrotoma croceiventris",7
"Nephrotoma saccai",2
"Tipula (Acutipula) pseudogigantea",2047
"Tipula (Emodotipula) saginata",5
"Tipula (Lunatipula) bezzii",21
"Tipula (Lunatipula) bullata",7
"Tipula (Lunatipula) fascingulata",3
"Tipula (Lunatipula) longidens",6
"Tipula (Lunatipula) macquarti",2
"Tipula (Lunatipula) xyrophora",4
"Tipula (Mediotipula) sarajevensis",9
"Tipula (Pterelachisus) irregularis",5
"Tipula (Pterelachisus) neurotica",5
"Tipula (Savtshenkia) goriziensis",5
"Tipula (Savtshenkia) holoptera",71
"Tipula (Savtshenkia) macaronesica",5
"Tipula (Savtshenkia) obsoleta",279
"Tipula (Schummelia) zernyi",7
"Tipula (Schummelia) zonaria",8
"Tipula (Vestiplex) hemiptera",5
"Tipula autumnalis",8
"Diazosma hirtipenne",5
"Trixoscelis lyneborgi",5
"Trixoscelis pedestris",4
"Trixoscelis proxima",1
"Trixoscelis sabulicola",5
"Ceroxys hortulana",21
"Dorycera graminum",82
"Dorycera grandis",20
"Dorycera maculipennis",4
"Euxesta stigmatias",1
"Herina gyrans",12
"Herina lacustris",10
"Herina oscillans",7
"Herina paludum",15
"Herina rivosecchii",8
"Herina tristis",12
"Homalocephala bimaculata",16
"Otites jucunda",190
"Otites nebulosa",6
"Otites rivularis",11
"Ulidia erythrophthalma",11
"Lampromyia (Lampromyia) canariensis",7
"Solva nigritibialis",5
"Xylomya maculata",36
