species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Muschampia proto,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",102,111,4,,,246396,,
Muschampia stauderi,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",18,19,1,,,392623,,
Muschampia tessellum,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",47,53,2,,,149032,,
Ochlodes sylvanus,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",198,205,2,,,253552,100082.0,255731.0
Pelopidas thrax,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",16,22,1,,,306965,,
Pyrgus alveus,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",257,306,2,AH,,100093,209623.0,297234.0
Pyrgus andromedae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",63,68,1,,,156790,,
Pyrgus armoricanus,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",207,225,4,,,149035,,
Pyrgus bellieri,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",40,42,2,,,197307,675684.0,
Pyrgus cacaliae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",68,69,1,,,141727,,
Pyrgus carlinae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",21,23,1,,,511976,,
Pyrgus carthami,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",68,71,1,,,149036,,
Pyrgus centaureae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",59,61,1,,,69789,,
Pyrgus cinarae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",74,97,2,,,197308,,
Pyrgus cirsii,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",29,34,1,,,253558,,
Pyrgus jupei,Arthropoda,Insecta,Lepidoptera,Hesperiidae,LF,5,9,0,,,348553,,
Pyrgus malvae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",84,95,1,,,26258,,
Pyrgus malvoides,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",129,141,3,,,253553,,
Pyrgus onopordi,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",60,64,1,,,253551,,
Pyrgus serratulae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",106,115,5,,,213970,,
Pyrgus sidae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",123,131,1,,,94957,,
Pyrgus warrenensis,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",41,49,1,,,197309,,
Spialia orbifer,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",87,90,2,,,149040,,
Spialia phlomidis,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",23,23,2,,,295661,,
Spialia rosae,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,LF",84,84,1,,,727471,,
Spialia sertorius,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",205,217,1,,,204444,,
Spialia therapne,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",14,14,1,,,392616,,
Thymelicus acteon,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",179,190,2,,,141726,,
Thymelicus christi,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",17,17,3,,,1062431,,
Thymelicus hyrax,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF",12,15,1,,,160484,,
Thymelicus lineola,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",402,422,3,,,100039,,
Thymelicus sylvestris,Arthropoda,Insecta,Lepidoptera,Hesperiidae,"BOLD,FE,LF,iNat",274,284,6,,,94964,,
