species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13
Eumasia crisostomella,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Eumasia cyprianella,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Eumasia parietariella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",35.0,46.0,2.0,,,187134.0,,
Eumelasina ardua,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Eumelasina pliginskii,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Heliopsychidea graecella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,2.0,1.0,,,448413.0,,
Leptopterix dellabeffai,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,1.0,0.0,,,660460.0,,
Leptopterix hirsutella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",4.0,4.0,2.0,,,454079.0,,
Leptopterix plumistrella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",3.0,3.0,0.0,,,502513.0,,
Leptopterix turatii,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Loebelia crassicornis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Luffia gomerensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Luffia kirsteni,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Luffia lapidella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE",6.0,8.0,2.0,FD,,158434.0,158435.0,
Luffia lapidella (bisex. Form),Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Luffia lapidella f. ferchaultella (parth. Form),Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Luffia palmensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,1.0,1.0,,,448466.0,,
Luffia rebeli,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,2.0,0.0,,,942953.0,,
Mauropterix jailensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Megalophanes kostjuki,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Megalophanes stetinensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",4.0,4.0,1.0,,,158455.0,,
Megalophanes turatii,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",4.0,4.0,2.0,,,454071.0,,
Megalophanes viadrina,Arthropoda,Insecta,Lepidoptera,Psychidae,BOLD,0.0,1.0,0.0,,gap,158456.0,,
Megalophanes viciella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF,iNat",15.0,21.0,1.0,,,158469.0,,
Melanopterix jailensis,Arthropoda,Insecta,Lepidoptera,Psychidae,BOLD,1.0,1.0,1.0,,,448416.0,,
Montanima karavankensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,2.0,0.0,,,899447.0,,
Montanima predotae,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Montanima venetiana,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,2.0,0.0,,,262034.0,,
Narycia astrella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,4.0,0.0,,,298991.0,,
Narycia duplicella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF,iNat",30.0,33.0,2.0,,,139964.0,,
Narycia infernalis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Narycia tarkitavica,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Oiketicoides aragonensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",0.0,1.0,0.0,,gap,721890.0,,
Oiketicoides borealis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Oiketicoides eganai,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,1.0,0.0,,,751988.0,,
Oiketicoides egenai,Arthropoda,Insecta,Lepidoptera,Psychidae,BOLD,0.0,1.0,0.0,,gap,262027.0,,
Oiketicoides febretta,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",11.0,11.0,4.0,,,262026.0,,
Oiketicoides hispanolusitania,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",2.0,2.0,1.0,,,721889.0,,
Oiketicoides lutea,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",6.0,7.0,1.0,,,448424.0,,
Oiketicoides obscura,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",0.0,1.0,0.0,,gap,721891.0,,
Oiketicoides tedaldii,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,8.0,3.0,,,448423.0,,
Oreopsyche tenella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,2.0,1.0,,,139960.0,,
Oreopsyche vorbrodtella,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Pachytelia villosella,Arthropoda,Insecta,Lepidoptera,Psychidae,BOLD,3.0,4.0,0.0,,,158451.0,,
Pachythelia semiglabra,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Pachythelia simulans,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Pachythelia villosella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",18.0,20.0,1.0,,,454070.0,458757.0,
Palaeoacanthopsyche uralensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,FD,gap,,,
Peloponnesia culminella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,1.0,0.0,,,601003.0,,
Peloponnesia glaphyrella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",16.0,19.0,4.0,,,601002.0,,
Peloponnesia haettenschwileri,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,3.0,1.0,,,93301.0,,
Penestoglossa dardoinella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",17.0,19.0,4.0,,,187132.0,,
Penestoglossa gallica,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",1.0,1.0,1.0,,,971941.0,,
Penestoglossa pyraenella,Arthropoda,Insecta,Lepidoptera,Psychidae,BOLD,1.0,1.0,1.0,,,448389.0,,
Penestoglossa pyrenaella,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Penestoglossa sutteri,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Phalacropterix apiformis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",5.0,5.0,1.0,,,454075.0,,
Phalacropterix brachycornis,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Phalacropterix calberlae,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Phalacropterix fritschi,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,2.0,1.0,,,458759.0,,
Phalacropterix graminifera,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,1.0,0.0,,,913883.0,,
Phalacropterix graslinella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",12.0,15.0,1.0,,,158471.0,,
Phalacropterix praecellens,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",7.0,9.0,1.0,,,348370.0,,
Phalacropterix restonicae,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",1.0,1.0,0.0,,,660456.0,,
Phalacropterix valentinae,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",3.0,3.0,0.0,,,803465.0,,
Placodoma calpella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,LF",2.0,2.0,1.0,,,492297.0,,
Placodoma oasella,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",0.0,1.0,0.0,,gap,271603.0,,
Placodoma ragonoti,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,2.0,1.0,,,448384.0,,
Placodoma veletaella,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Proutia betulina,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF,iNat",31.0,36.0,1.0,,,158448.0,,
Proutia breviserrata,Arthropoda,Insecta,Lepidoptera,Psychidae,"FE,LF",,,,,gap,,,
Proutia carpatica,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Proutia comitella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",32.0,40.0,1.0,FD,,886855.0,454080.0,344823.0
Proutia norvegica,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",7.0,7.0,2.0,FD,,776673.0,370732.0,
Proutia obscurella,Arthropoda,Insecta,Lepidoptera,Psychidae,LF,,,,,gap,,,
Proutia raiblensis,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",10.0,11.0,1.0,FD,,899448.0,454081.0,
Proutia reticulatella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",3.0,3.0,1.0,FD,,468569.0,,
Proutia rotunda,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",2.0,5.0,1.0,,,370733.0,,
Pseudobankesia alpestrella,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,2.0,0.0,,,576232.0,,
Pseudobankesia aphroditae,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",1.0,2.0,0.0,,,458755.0,,
Pseudobankesia arahova,Arthropoda,Insecta,Lepidoptera,Psychidae,"BOLD,FE,LF",0.0,2.0,0.0,,gap,448409.0,,
