species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid,Unnamed: 12,Unnamed: 13,Unnamed: 14
Mattia callidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,FD,,519533.0,,,
Megalycinia serraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,7.0,1.0,,,141405.0,,,
Megametopon grisolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,4.0,0.0,,,760975.0,,,
Melanthia alaudaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,11.0,1.0,,,224475.0,,,
Melanthia mandshuricata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",5.0,7.0,1.0,BEL,,297203.0,,,
Melanthia procellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",51.0,56.0,3.0,,,108156.0,142161.0,,
Menophra abruptaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,65.0,2.0,,,141365.0,,,
Menophra annegreteae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,110199.0,,,
Menophra berenicidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,22.0,1.0,,,123796.0,155586.0,,
Menophra canariensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Menophra harterti,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,11.0,1.0,,,175957.0,,,
Menophra japygiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",41.0,49.0,1.0,,,141364.0,,,
Menophra maderae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,377813.0,,,
Menophra nycthemeraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,4.0,1.0,,,413559.0,,,
Menophra thuriferaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",9.0,9.0,1.0,,,262725.0,,,
Mesoleuca albicillata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",30.0,59.0,2.0,,,98715.0,,,
Mesotype didymata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",31.0,35.0,1.0,,,177421.0,197811.0,,
Mesotype parallelolineata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",10.0,34.0,1.0,,,177418.0,887962.0,,
Mesotype verberata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",32.0,37.0,1.0,,,98714.0,,,
Microbiston lanaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Microloxia herbaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",38.0,46.0,2.0,,,110147.0,,,
Microloxia schmitzi,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,3.0,1.0,,,205549.0,,,
Microloxia simonyi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,209685.0,1068621.0,,
Minoa lutea,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,2.0,2.0,1.0,,,981661.0,,,
Minoa murinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",19.0,29.0,1.0,,,177434.0,,,
Myinodes constantina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,3.0,1.0,,,96851.0,,,
Myinodes interpunctaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,6.0,1.0,,,182706.0,123778.0,,
Myinodes shohami,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,8.0,1.0,,,90843.0,,,
Narraga fasciolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,27.0,1.0,,,151073.0,,,
Narraga isabel,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Narraga nelvae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,262723.0,601059.0,,
Narraga tessularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,8.0,1.0,,,456252.0,,,
Nebula achromaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,31.0,1.0,,,268932.0,,,
Nebula adlata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Nebula carlae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",4.0,5.0,1.0,,,408088.0,,,
Nebula eteocretica,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Nebula ibericata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",21.0,26.0,2.0,AH,,224505.0,,,
Nebula nebulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",42.0,44.0,1.0,,,149333.0,,,
Nebula pirinica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",5.0,5.0,1.0,,,408087.0,,,
Nebula senectaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",29.0,34.0,1.0,,,123800.0,,,
Neognopharmia stevenaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,39.0,3.0,AH,,90732.0,,,
Nothocasis rosariae,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",14.0,14.0,1.0,,,770846.0,,,
Nothocasis sertata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",14.0,21.0,2.0,,,98723.0,,,
Nychiodes amygdalaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,11.0,1.0,,,110173.0,,,
Nychiodes andalusiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,16.0,1.0,,,269026.0,,,
Nychiodes aphrodite,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,,,149344.0,,,
Nychiodes cuencaensis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",0.0,1.0,0.0,,gap,368893.0,,,
Nychiodes dalmatina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,16.0,1.0,,,282284.0,,,
Nychiodes hispanica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",31.0,37.0,3.0,LF,,282286.0,991005.0,262724.0,282283.0
Nychiodes notarioi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",32.0,35.0,1.0,,,282282.0,,,
Nychiodes obscuraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,22.0,1.0,,,123782.0,,,
Nychiodes ragusaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,17.0,1.0,,,141366.0,,,
Nychiodes waltheri,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,20.0,3.0,,,155584.0,,,
Oar pratana,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",7.0,12.0,2.0,,,647280.0,,,
Oar reaumuraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,175881.0,,,
Ochodontia adustaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",7.0,11.0,1.0,,,196239.0,,,
Odezia atrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",37.0,49.0,6.0,,,141770.0,,,
Odontognophos dumetata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,17.0,1.0,AH,,368896.0,296476.0,519544.0,
Odontognophos margaritatus,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Odontognophos zacharia,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,3.0,1.0,,,760977.0,,,
Odontopera bidentata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",83.0,86.0,1.0,,,110097.0,,,
Odontopera graecarius,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,10.0,1.0,,,175956.0,,,
Onychora agaritharia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",16.0,18.0,2.0,,,195504.0,,,
Operophtera brumata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",2731.0,3058.0,3.0,,,98684.0,15633.0,,
Operophtera fagata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,58.0,1.0,,,108158.0,,,
Opisthograptis luteolata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",102.0,120.0,2.0,,,91981.0,,,
Ortaliella gruneraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,7.0,1.0,,,268936.0,,,
Ortaliella perspersata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",3.0,3.0,1.0,,,448755.0,760976.0,,
Orthonama obstipata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",204.0,226.0,6.0,AH,,15646.0,98689.0,736380.0,
Orthonama vittata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",18.0,22.0,1.0,,,100495.0,,,
Orthostixis cinerea,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,0.0,,,352575.0,,,
Orthostixis cribraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,15.0,3.0,,,110185.0,,,
Oulobophora externaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",27.0,32.0,4.0,BEL,,90742.0,398658.0,,
Oulobophora internata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,123770.0,,,
Ourapteryx niveiscythes,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,1.0,1.0,0.0,,,802269.0,,,
Ourapteryx sambucaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,64.0,1.0,,,98670.0,,,
Pachycnemia benesignata,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Pachycnemia hippocastanaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",46.0,53.0,1.0,,,123773.0,,,
Pachycnemia tibiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,23.0,1.0,,,195483.0,647217.0,155626.0,
Paraboarmia viertlii,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,0.0,,,368888.0,,,
Paradarisa consonaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",33.0,34.0,2.0,,,182395.0,,,
Parectropis similaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",43.0,51.0,3.0,,,176063.0,,,
Pareulype berberata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",33.0,47.0,1.0,,,98678.0,,,
Pareulype casearia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,1.0,1.0,,,308377.0,,,
Pareulype lasithiotica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,10.0,3.0,,,123790.0,,,
Pasiphila chloerata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,43.0,2.0,,,177431.0,,,
Pasiphila debiliata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",22.0,27.0,1.0,,,192084.0,,,
Pasiphila rectangulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",247.0,253.0,2.0,,,21994.0,,,
Pelurga comitata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",55.0,60.0,3.0,,,158367.0,,,
Pennithera firmata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",69.0,87.0,5.0,BEL,,98676.0,297198.0,195475.0,285506.0
Pennithera ulicata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,12.0,2.0,BEL,,141796.0,195541.0,,
Perconia baeticaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",0.0,5.0,0.0,,gap,257666.0,,,
Perconia strigillaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",40.0,48.0,5.0,,,151061.0,,,
Peribatodes aragonis,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Peribatodes correptaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,22.0,2.0,,,90688.0,,,
Peribatodes ebusaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",2.0,2.0,1.0,,,733553.0,,,
Peribatodes ilicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,22.0,2.0,,,155629.0,,,
Peribatodes omalensis,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Peribatodes perversaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,33.0,3.0,LF,,123791.0,123792.0,155631.0,155630.0
Peribatodes powelli,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",9.0,10.0,1.0,,,204480.0,368882.0,,
Peribatodes psoralaria,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Peribatodes rhomboidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",192.0,211.0,2.0,LF,,98681.0,,,
Peribatodes secundaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",50.0,52.0,2.0,,,98716.0,,,
Peribatodes umbraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",49.0,58.0,1.0,,,141360.0,,,
Perigune binaevata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,15.0,4.0,FD,,470472.0,396771.0,,
Perigune convergata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",11.0,16.0,6.0,AH,,396772.0,377837.0,,
Perigune narbonea,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,11.0,2.0,FD,,257656.0,262722.0,,
Perizoma affinitata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",31.0,37.0,1.0,,,98699.0,,,
Perizoma albulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",44.0,50.0,2.0,,,158309.0,,,
Perizoma alchemillata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",85.0,95.0,1.0,,,15707.0,,,
Perizoma barrassoi,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",7.0,10.0,1.0,,,575931.0,,,
Perizoma bifaciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",24.0,31.0,1.0,,,141371.0,,,
Perizoma blandiata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",28.0,29.0,1.0,,,177430.0,,,
Perizoma flavofasciata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",31.0,34.0,1.0,,,177423.0,,,
Perizoma flavosparsata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,0.0,,,391228.0,,,
Perizoma hydrata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,42.0,1.0,,,158310.0,,,
Perizoma incultaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,30.0,2.0,,,224477.0,,,
Perizoma juracolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,21.0,1.0,,,272801.0,,,
Perizoma lugdunaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",10.0,14.0,1.0,,,297235.0,,,
Perizoma minorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",40.0,44.0,1.0,,,150419.0,,,
Perizoma obsoletata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,26.0,1.0,,,176028.0,,,
Perizoma reisseri,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Petrophora chlorosata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,55.0,2.0,,,141801.0,,,
Phaiogramma etruscaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",52.0,63.0,2.0,,,90849.0,,,
Phaiogramma faustinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",67.0,74.0,2.0,,,92004.0,,,
Phaselia algiricaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,5.0,1.0,,,448756.0,,,
Phaselia serrularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",28.0,31.0,1.0,,,155581.0,,,
Phibalapteryx virgata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",16.0,21.0,1.0,,,100494.0,406232.0,,
Phigalia pilosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",54.0,57.0,2.0,,,195484.0,224466.0,,
Philereme transversata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",39.0,45.0,5.0,,,141771.0,,,
Philereme vetulata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",27.0,31.0,1.0,,,180125.0,,,
Phthonandria strictaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",10.0,11.0,1.0,AH,,151085.0,,,
Phyllometra culminaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,10.0,1.0,,,155570.0,,,
Pingasa lahayei,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",24.0,31.0,1.0,,,155601.0,,,
Plagodis dolabraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",53.0,61.0,2.0,,,151054.0,,,
Plagodis pulveraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",144.0,148.0,5.0,,,91231.0,,,
Plemyria rubiginata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",34.0,39.0,1.0,,,177424.0,,,
Plesiomorpha flaviceps,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,1.0,1.0,1.0,,,1149561.0,,,
Pleuroprucha insulsaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",74.0,79.0,1.0,,,19166.0,,,
Polythrena coloraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",3.0,5.0,1.0,,,308345.0,,,
Problepsis ocellata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",15.0,23.0,1.0,,,26160.0,,,
Proteuchloris neriaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",12.0,15.0,1.0,,,90848.0,,,
Protorhoe corollaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,6.0,1.0,,,158293.0,,,
Protorhoe unicata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",18.0,30.0,3.0,,,90864.0,,,
Pseudobaptria bogumilaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,347806.0,,,
Pseudocoremia suavis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,10.0,1.0,,,722845.0,,,
Pseudopanthera macularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",32.0,46.0,2.0,BEL,,110158.0,151049.0,,
Pseudoterpna coronillaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",54.0,68.0,5.0,,,92195.0,,,
Pseudoterpna corsicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",6.0,9.0,1.0,,,174736.0,,,
Pseudoterpna pruinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",23.0,27.0,2.0,,,182707.0,,,
Pseudoterpna rectistrigaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,155614.0,,,
Psodos alpinata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",24.0,30.0,1.0,FD,,224492.0,,,
Psodos alpmaritima,Arthropoda,Insecta,Lepidoptera,Geometridae,BOLD,1.0,1.0,1.0,AH,,,,,
Psodos belzebuth,Arthropoda,Insecta,Lepidoptera,Geometridae,BOLD,7.0,7.0,1.0,,,204502.0,,,
Psodos canaliculata,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Psodos chalybaeus,Arthropoda,Insecta,Lepidoptera,Geometridae,BOLD,6.0,9.0,1.0,,,562376.0,,,
Psodos coracina,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",41.0,52.0,2.0,AH,,,,,
Psodos quadrifaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",17.0,24.0,1.0,,,205615.0,,,
Psychophora cinderella,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",,,,,gap,,,,
Psychophora sabini,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",48.0,48.0,1.0,,,123861.0,,,
Pterapherapteryx sexalata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",33.0,40.0,1.0,,,177437.0,,,
Pungeleria capreolaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",26.0,32.0,1.0,,,151051.0,,,
Rheumaptera cervinalis,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",40.0,43.0,3.0,LF,,98665.0,158306.0,,
Rheumaptera hastata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",168.0,186.0,3.0,,,19102.0,,,
Rheumaptera subhastata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",69.0,80.0,2.0,,,54080.0,,,
Rhodometra sacraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",116.0,140.0,2.0,,,26164.0,,,
Rhodostrophia badiaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,10.0,1.0,,,110186.0,,,
Rhodostrophia calabra,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",36.0,48.0,1.0,,,141790.0,,,
Rhodostrophia cretacaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,2.0,1.0,,,510052.0,,,
Rhodostrophia discopunctata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,0.0,,,90705.0,,,
Rhodostrophia jacularia,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",13.0,14.0,1.0,,,248611.0,,,
Rhodostrophia pudorata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,9.0,2.0,,,204486.0,,,
Rhodostrophia sieversi,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,9.0,1.0,,,177650.0,,,
Rhodostrophia tabidaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,176167.0,,,
Rhodostrophia terrestraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",12.0,13.0,1.0,,,176004.0,,,
Rhodostrophia vibicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF,iNat",58.0,73.0,3.0,,,110188.0,,,
Rhoptria asperaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",44.0,45.0,1.0,,,110162.0,,,
Rhoptria dolosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,2.0,1.0,,,396545.0,,,
Sardocyrnia bastelicaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",4.0,4.0,1.0,,,151037.0,,,
Sardocyrnia fortunaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,8.0,1.0,,,175878.0,,,
Schistostege decussata,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",8.0,9.0,2.0,,,224485.0,,,
Schistostege nubilaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",6.0,7.0,1.0,,,308381.0,,,
Sciadia dolomitica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",1.0,3.0,1.0,,,190935.0,,,
Sciadia innuptaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,LF",4.0,6.0,1.0,,,190933.0,,,
Sciadia septaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",2.0,4.0,1.0,,,180241.0,,,
Sciadia slovenica,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",5.0,7.0,3.0,,,180239.0,,,
Sciadia tenebraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",37.0,55.0,6.0,,,176026.0,195511.0,195502.0,180240.0
Sciadia unicoloraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",26.0,28.0,2.0,FD,,1081387.0,176035.0,,
Sciadia zelleraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",23.0,24.0,5.0,FD,,180137.0,,,
Scopula alba,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",17.0,24.0,2.0,,,141396.0,1149612.0,,
Scopula albiceraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",8.0,8.0,1.0,,,391245.0,,,
Scopula annae,Arthropoda,Insecta,Lepidoptera,Geometridae,LF,,,,,gap,,,,
Scopula arenosaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",5.0,7.0,0.0,,,341136.0,,,
Scopula asellaria,Arthropoda,Insecta,Lepidoptera,Geometridae,"BOLD,FE,LF",14.0,20.0,2.0,,,526314.0,448757.0,,
Scopula beckeraria,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",33.0,53.0,1.0,,,141763.0,,,
Scopula cajanderi,Arthropoda,Insecta,Lepidoptera,Geometridae,"FE,LF",4.0,9.0,1.0,,,519633.0,,,
